city,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,city.1,clothing_recommendation,season,sunrise_hour,sunset_hour,datetime_hour,month,date,day_of_week,msPlayed,genre,main_genre,temp_bin
New York,2025-01-28,42.5,33.8,37.7,35.6,27.6,30.9,13.4,36.7,0.0,0.0,0.0,snow,0.0,0.8,37.8,20.9,267.8,1002.8,49.5,9.9,113.2,9.6,5,10.0,07:09:28,17:09:12,0.97,partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots",Winter,7,17,0,January,2025-01-28,Tuesday,89849810,nan,afrobeats,"(30.28, 44.66]"
New York,2025-01-29,51.9,34.4,42.7,51.9,22.4,37.0,19.7,40.1,0.0,0.0,0.0,"rain,snow",0.0,0.1,42.6,23.1,267.6,1000.2,56.1,9.9,112.7,9.8,7,10.0,07:08:35,17:10:26,0.0,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,7,17,0,January,2025-01-29,Wednesday,38052981,nan,Unknown,"(30.28, 44.66]"
New York,2025-01-30,36.8,25.5,31.8,36.2,14.6,23.9,8.4,37.3,0.0,0.0,0.0,Unknown,0.0,0.1,38.4,21.0,293.6,1021.5,19.4,9.9,138.7,12.0,6,10.0,07:07:41,17:11:40,0.04,clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,7,17,0,January,2025-01-30,Thursday,19202597,nan,Unknown,"(30.28, 44.66]"
New York,2025-01-31,47.3,37.6,42.7,45.9,32.3,40.2,36.8,79.8,0.164,100.0,45.83,rain,0.0,0.1,16.3,9.2,224.2,1011.8,87.5,7.0,20.9,1.8,1,10.0,07:06:45,17:12:54,0.08,"rain, partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,7,17,0,January,2025-01-31,Friday,30703077,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-01,47.8,23.3,35.8,43.9,13.1,28.1,19.0,54.1,0.0,0.0,0.0,rain,0.0,0.1,29.2,17.4,330.9,1017.2,56.5,9.1,123.5,10.5,6,10.0,07:05:47,17:14:09,0.11,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,7,17,0,February,2025-02-01,Saturday,16236148,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-02,30.8,17.4,24.1,30.8,5.0,16.0,12.0,60.2,0.085,100.0,20.83,snow,0.4,0.0,23.0,11.2,42.6,1031.7,55.8,8.9,83.7,7.3,4,10.0,07:04:47,17:15:23,0.15,"snow, partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ❄️ (Snow boots suggested)",Winter,7,17,0,February,2025-02-02,Sunday,120234335,nan,afrobeats,"(15.828, 30.28]"
New York,2025-02-03,47.6,30.8,39.8,47.5,27.6,37.3,30.6,70.4,0.018,100.0,4.17,"rain,snow",0.4,0.2,17.2,9.1,227.4,1017.6,45.8,9.4,100.5,8.6,5,10.0,07:03:46,17:16:37,0.18,"snow, rain, partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Winter,7,17,0,February,2025-02-03,Monday,24192582,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-04,47.5,32.4,42.0,43.3,22.3,35.1,23.8,49.7,0.0,0.0,0.0,Unknown,0.0,0.0,41.0,24.9,309.4,1014.7,50.0,9.9,147.7,12.9,6,10.0,07:02:43,17:17:52,0.22,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,7,17,0,February,2025-02-04,Tuesday,25348088,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-05,36.4,27.4,31.1,33.0,15.1,23.8,7.9,37.9,0.0,0.0,0.0,Unknown,0.0,0.0,33.3,16.8,332.4,1028.0,49.4,9.9,131.4,11.5,6,10.0,07:01:39,17:19:06,0.25,partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,7,17,0,February,2025-02-05,Wednesday,31772881,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-06,38.4,29.9,35.1,35.3,22.9,29.4,28.5,78.2,0.291,100.0,41.67,"rain,snow,ice",1.5,0.3,21.9,11.7,149.9,1016.0,99.4,5.6,16.9,1.4,1,10.0,07:00:33,17:20:20,0.29,"snow, rain, ice, overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Winter,7,17,0,February,2025-02-06,Thursday,6525525,highlife,highlife,"(30.28, 44.66]"
New York,2025-02-08,35.1,26.3,30.4,34.1,17.8,25.6,11.1,45.9,0.437,100.0,16.67,"rain,snow,ice",1.5,0.3,25.7,8.9,324.4,1023.3,59.9,8.6,87.3,7.6,4,10.0,06:58:16,17:22:48,0.36,"snow, rain, ice, partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Winter,6,17,0,February,2025-02-08,Saturday,10425972,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-09,35.4,30.1,33.3,35.4,23.4,27.5,24.9,72.4,0.196,100.0,25.0,"freezingrain,snow,ice",2.7,2.3,30.2,16.0,316.5,1016.6,94.9,7.6,54.4,4.6,3,10.0,06:57:06,17:24:02,0.4,"snow, freezing drizzle/freezing rain, ice, overcast",Cloudy skies throughout the day with early morning snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Winter,6,17,0,February,2025-02-09,Sunday,61612921,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-10,37.5,30.5,33.9,34.5,24.3,28.0,14.1,44.3,0.0,0.0,0.0,Unknown,0.0,1.1,27.5,11.3,310.8,1027.6,45.6,9.9,149.0,12.9,7,10.0,06:55:54,17:25:16,0.43,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,6,17,0,February,2025-02-10,Monday,4847559,gregorian chant,afrobeats,"(30.28, 44.66]"
New York,2025-02-11,35.4,27.9,31.6,35.1,23.7,29.2,13.8,48.5,0.075,100.0,12.5,snow,0.3,0.7,12.3,7.1,268.3,1028.4,61.5,8.5,63.2,5.3,3,10.0,06:54:40,17:26:29,0.47,"snow, partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ❄️ (Snow boots suggested)",Winter,6,17,0,February,2025-02-11,Tuesday,9702857,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-12,36.2,30.7,33.2,30.3,23.2,25.8,26.2,75.9,0.112,100.0,29.17,"rain,snow",1.8,1.9,23.0,12.9,53.3,1024.1,100.0,6.7,33.9,2.8,2,10.0,06:53:26,17:27:43,0.5,"snow, rain, overcast",Cloudy skies throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,F1417,KNYC,D8219,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Winter,6,17,0,February,2025-02-12,Wednesday,43002035,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-13,46.3,34.4,39.2,39.5,28.3,33.4,32.1,77.7,0.195,100.0,45.83,rain,0.5,1.0,33.5,17.4,310.1,1013.3,88.0,5.0,29.1,2.6,1,10.0,06:52:10,17:28:56,0.54,"rain, partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended)",Winter,6,17,0,February,2025-02-13,Thursday,22836076,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-15,35.6,28.5,31.9,29.5,22.5,26.3,17.1,57.4,0.266,100.0,37.5,"rain,snow,ice",1.9,0.2,19.7,11.3,97.0,1027.9,79.4,6.9,36.8,3.1,2,10.0,06:49:35,17:31:21,0.6,"snow, rain, ice, partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended) ❄️ (Snow boots suggested)",Winter,6,17,0,February,2025-02-15,Saturday,72278099,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-16,46.4,33.8,37.7,41.0,24.9,30.6,33.0,84.0,0.667,100.0,70.83,rain,0.4,0.1,47.2,29.6,9.6,997.2,98.8,4.2,18.8,1.5,1,10.0,06:48:15,17:32:33,0.63,"rain, overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ☔ (Umbrella recommended)",Winter,6,17,0,February,2025-02-16,Sunday,41524762,nan,afrobeats,"(30.28, 44.66]"
New York,2025-02-17,37.3,27.6,32.2,27.1,16.2,20.7,8.1,36.3,0.0,0.0,0.0,snow,0.0,0.1,43.9,27.2,278.5,1007.5,54.3,9.9,177.7,15.4,8,10.0,06:46:54,17:33:45,0.67,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,6,17,0,February,2025-02-17,Monday,32180251,nan,Unknown,"(30.28, 44.66]"
New York,2025-02-18,27.7,19.5,23.6,16.8,5.0,11.3,-2.4,31.9,0.0,0.0,0.0,Unknown,0.0,0.0,32.0,17.0,293.7,1020.6,17.2,9.9,168.2,14.7,6,10.0,06:45:33,17:34:57,0.7,clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,6,17,0,February,2025-02-18,Tuesday,68340859,nan,afrobeats,"(15.828, 30.28]"
New York,2025-02-19,30.3,17.5,23.6,22.1,4.3,12.7,3.3,41.1,0.0,0.0,0.0,Unknown,0.0,0.0,29.8,14.8,294.4,1024.6,22.7,9.9,155.7,13.5,7,10.0,06:44:10,17:36:08,0.73,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,6,17,0,February,2025-02-19,Wednesday,55836930,afrobeat,afrobeats,"(15.828, 30.28]"
New York,2025-02-20,28.6,18.4,23.4,22.9,7.8,13.3,9.2,54.8,0.007,100.0,4.17,snow,0.3,0.0,31.6,16.6,316.4,1015.3,61.0,8.3,130.8,11.3,6,10.0,06:42:46,17:37:19,0.75,"snow, partially cloudy",Becoming cloudy in the afternoon with late afternoon snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots ❄️ (Snow boots suggested) 🕶️ (Sunscreen & sunglasses)",Winter,6,17,0,February,2025-02-20,Thursday,65132670,nan,Unknown,"(15.828, 30.28]"
New York,2025-02-21,35.9,22.4,27.9,24.9,7.9,14.9,9.7,47.0,0.0,0.0,0.0,"rain,snow",0.2,0.1,37.7,24.5,307.4,1021.7,30.3,9.9,192.5,16.6,7,10.0,06:41:21,17:38:30,0.8,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,6,17,0,February,2025-02-21,Friday,31512849,nan,afrobeats,"(15.828, 30.28]"
New York,2025-02-22,40.8,21.5,31.1,34.7,7.8,23.2,11.0,43.9,0.0,0.0,0.0,Unknown,0.0,0.0,30.5,17.7,259.2,1026.2,38.5,9.9,189.9,16.5,7,10.0,06:39:55,17:39:41,0.83,partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,6,17,0,February,2025-02-22,Saturday,122248569,nan,afrobeats,"(30.28, 44.66]"
New York,2025-02-23,46.9,33.5,40.1,43.4,26.8,35.1,16.7,38.7,0.0,0.0,0.0,Unknown,0.0,0.0,23.2,11.2,273.3,1019.3,42.2,9.9,173.8,15.1,7,10.0,06:38:28,17:40:51,0.86,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Winter,6,17,0,February,2025-02-23,Sunday,53519172,afrobeats,afrobeats,"(30.28, 44.66]"
New York,2025-02-24,48.8,34.7,42.6,44.3,33.9,39.0,22.6,45.7,0.0,0.0,0.0,Unknown,0.0,0.0,27.8,16.0,161.9,1017.4,61.1,9.9,194.7,17.0,8,10.0,06:37:00,17:42:01,0.89,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots 🕶️ (Sunscreen & sunglasses)",Winter,6,17,0,February,2025-02-24,Monday,29284691,afrobeat,afrobeats,"(30.28, 44.66]"
New York,2025-02-25,55.3,42.7,49.0,55.3,38.9,47.4,27.6,43.7,0.0,0.0,0.0,Unknown,0.0,0.0,23.4,11.9,245.9,1009.2,61.3,9.9,118.6,10.3,5,10.0,06:35:32,17:43:10,0.92,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots",Winter,6,17,0,February,2025-02-25,Tuesday,717123,afrobeats,afrobeats,"(44.66, 59.04]"
New York,2025-02-27,54.0,43.4,49.1,54.0,39.2,47.4,36.5,62.4,0.003,100.0,4.17,rain,0.0,0.0,25.4,12.6,227.7,1007.0,90.4,9.9,44.7,4.0,3,10.0,06:32:32,17:45:29,0.0,"rain, overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Winter,6,17,0,February,2025-02-27,Thursday,36617000,nan,Unknown,"(44.66, 59.04]"
New York,2025-02-28,51.0,42.3,46.2,51.0,36.0,41.6,23.0,41.4,0.0,0.0,0.0,Unknown,0.0,0.0,35.8,18.4,268.9,1005.7,40.1,9.9,195.0,16.9,7,10.0,06:31:01,17:46:37,0.02,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots 🕶️ (Sunscreen & sunglasses)",Winter,6,17,0,February,2025-02-28,Friday,29779550,nan,Unknown,"(44.66, 59.04]"
New York,2025-03-01,64.4,29.6,46.2,64.4,18.1,41.8,23.2,41.3,0.0,0.0,0.0,rain,0.0,0.0,41.7,23.0,277.1,1002.1,56.0,9.9,158.3,13.6,7,10.0,06:29:29,17:47:46,0.06,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots 🕶️ (Sunscreen & sunglasses)",Spring,6,17,0,March,2025-03-01,Saturday,125952747,afrobeat,afrobeats,"(44.66, 59.04]"
New York,2025-03-02,34.0,20.3,26.7,25.5,7.4,15.6,0.8,32.9,0.0,0.0,0.0,Unknown,0.0,0.0,33.9,18.1,313.3,1018.3,19.0,9.9,209.0,18.1,8,10.0,06:27:57,17:48:54,0.09,clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Spring,6,17,0,March,2025-03-02,Sunday,91386353,afrobeat,afrobeats,"(15.828, 30.28]"
New York,2025-03-03,38.6,23.3,30.6,33.4,13.4,23.9,6.4,36.5,0.0,0.0,0.0,Unknown,0.0,0.0,24.2,10.8,279.6,1024.0,14.6,9.9,210.8,18.2,8,10.0,06:26:24,17:50:02,0.13,clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Spring,6,17,0,March,2025-03-03,Monday,11557390,afrobeat,afrobeats,"(30.28, 44.66]"
New York,2025-03-04,52.2,33.1,43.0,52.2,27.1,39.8,25.2,49.4,0.0,0.0,0.0,Unknown,0.0,0.0,22.8,10.9,183.9,1021.3,57.7,9.9,133.9,11.6,7,10.0,06:24:50,17:51:09,0.16,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots 🕶️ (Sunscreen & sunglasses)",Spring,6,17,0,March,2025-03-04,Tuesday,20787418,afrobeat,afrobeats,"(30.28, 44.66]"
New York,2025-03-05,54.8,42.0,50.5,54.8,39.3,49.6,42.8,75.2,1.449,100.0,33.33,rain,0.0,0.0,35.1,16.2,158.3,1006.5,85.5,8.1,53.3,4.7,3,10.0,06:23:16,17:52:16,0.2,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧶 Hoodie or light jacket, jeans ☔ (Umbrella recommended)",Spring,6,17,0,March,2025-03-05,Wednesday,22563400,nan,Unknown,"(44.66, 59.04]"
New York,2025-03-06,53.7,36.2,48.6,53.7,26.1,45.9,36.0,63.5,0.143,100.0,4.17,rain,0.0,0.0,46.7,20.8,278.0,992.5,95.9,8.9,106.0,9.1,5,10.0,06:21:41,17:53:23,0.25,"rain, overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots ☔ (Umbrella recommended)",Spring,6,17,0,March,2025-03-06,Thursday,1135,nan,Unknown,"(44.66, 59.04]"
New York,2025-03-07,49.6,35.1,42.2,44.1,24.8,34.4,11.6,29.9,0.0,0.0,0.0,Unknown,0.0,0.0,42.1,21.3,284.8,1003.1,38.9,9.9,220.3,19.1,8,10.0,06:20:05,17:54:30,0.27,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Heavy coat, thermal wear, gloves, boots 🕶️ (Sunscreen & sunglasses)",Spring,6,17,0,March,2025-03-07,Friday,46100598,gregorian chant,afrobeats,"(30.28, 44.66]"
New York,2025-03-08,44.5,37.5,41.7,40.0,29.8,35.4,12.7,31.0,0.0,0.0,0.0,Unknown,0.0,0.0,39.1,19.2,292.2,1005.2,42.2,9.9,202.7,17.5,8,10.0,06:18:29,17:55:36,0.3,partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots 🕶️ (Sunscreen & sunglasses)",Spring,6,17,0,March,2025-03-08,Saturday,45192229,nan,Unknown,"(30.28, 44.66]"
New York,2025-03-09,53.6,32.3,42.9,53.6,25.8,38.8,13.8,31.1,0.0,0.0,0.0,Unknown,0.0,0.0,33.3,16.1,266.9,1011.9,20.9,9.9,194.4,16.0,8,10.0,07:16:53,18:56:42,0.34,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots 🕶️ (Sunscreen & sunglasses)",Spring,7,18,0,March,2025-03-09,Sunday,5769662,nan,Unknown,"(30.28, 44.66]"
New York,2025-03-10,65.7,45.9,53.5,65.7,41.6,52.1,25.0,33.5,0.0,0.0,0.0,Unknown,0.0,0.0,31.2,11.2,223.2,1010.4,10.2,9.9,223.7,19.3,8,10.0,07:15:16,18:57:48,0.37,clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧶 Hoodie or light jacket, jeans 🕶️ (Sunscreen & sunglasses)",Spring,7,18,0,March,2025-03-10,Monday,11852726,nan,Unknown,"(44.66, 59.04]"
New York,2025-03-11,63.1,45.2,54.5,63.1,44.8,54.3,29.7,40.0,0.0,0.0,0.0,Unknown,0.0,0.0,22.9,13.0,167.4,1007.9,12.9,9.9,223.7,19.3,8,10.0,07:13:39,18:58:54,0.41,clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧶 Hoodie or light jacket, jeans 🕶️ (Sunscreen & sunglasses)",Spring,7,18,0,March,2025-03-11,Tuesday,31029989,nan,Unknown,"(44.66, 59.04]"
New York,2025-03-12,54.1,43.4,49.0,54.1,36.9,46.7,21.2,34.7,0.0,0.0,0.0,Unknown,0.0,0.0,27.7,16.1,26.9,1013.8,39.9,9.9,138.7,12.2,5,10.0,07:12:02,18:59:59,0.44,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots",Spring,7,18,0,March,2025-03-12,Wednesday,37965633,lullaby,lullaby,"(44.66, 59.04]"
New York,2025-03-13,48.3,39.3,43.3,43.7,33.2,38.5,29.7,58.9,0.0,0.0,0.0,Unknown,0.0,0.0,35.6,15.1,70.2,1018.6,36.5,9.9,213.7,18.4,7,10.0,07:10:24,19:01:05,0.48,partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots 🕶️ (Sunscreen & sunglasses)",Spring,7,19,0,March,2025-03-13,Thursday,4744681,lullaby,lullaby,"(30.28, 44.66]"
New York,2025-03-14,54.5,40.9,45.9,54.5,34.6,43.0,33.1,61.6,0.0,0.0,0.0,Unknown,0.0,0.0,20.8,10.7,85.7,1020.5,68.6,9.6,197.5,17.0,7,10.0,07:08:46,19:02:10,0.5,partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots 🕶️ (Sunscreen & sunglasses)",Spring,7,19,0,March,2025-03-14,Friday,27231436,afrobeat,afrobeats,"(44.66, 59.04]"
New York,2025-03-15,48.0,41.6,44.7,47.2,37.3,41.8,39.9,83.2,0.0,0.0,0.0,rain,0.0,0.0,19.7,9.4,139.6,1019.8,100.0,6.9,56.8,4.9,3,10.0,07:07:07,19:03:14,0.55,overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots",Spring,7,19,0,March,2025-03-15,Saturday,30592589,gregorian chant,afrobeats,"(44.66, 59.04]"
New York,2025-03-16,61.4,46.4,54.1,61.4,44.8,53.7,49.5,84.7,0.01,100.0,8.33,rain,0.0,0.0,39.6,14.5,150.6,1014.1,85.4,5.0,84.5,7.2,3,10.0,07:05:28,19:04:19,0.58,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧶 Hoodie or light jacket, jeans ☔ (Umbrella recommended)",Spring,7,19,0,March,2025-03-16,Sunday,17272323,nan,afrobeats,"(44.66, 59.04]"
New York,2025-03-17,58.6,40.3,52.7,58.6,34.0,51.4,45.1,76.4,0.796,100.0,33.33,rain,0.0,0.0,32.2,18.7,325.1,1010.0,91.8,6.8,36.1,3.1,2,10.0,07:03:50,19:05:23,0.61,"rain, overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧶 Hoodie or light jacket, jeans ☔ (Umbrella recommended)",Spring,7,19,0,March,2025-03-17,Monday,7206362,afrobeat,afrobeats,"(44.66, 59.04]"
New York,2025-03-18,61.4,35.4,46.9,61.4,27.5,43.0,20.0,38.4,0.0,0.0,0.0,Unknown,0.0,0.0,35.4,18.8,353.4,1017.0,14.3,9.9,247.8,21.4,8,10.0,07:02:11,19:06:28,0.64,clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧥 Coat or insulated jacket, boots 🕶️ (Sunscreen & sunglasses)",Spring,7,19,0,March,2025-03-18,Tuesday,39790361,nan,Unknown,"(44.66, 59.04]"
New York,2025-03-19,61.6,44.0,51.5,61.6,42.7,50.9,26.3,40.9,0.0,0.0,0.0,Unknown,0.0,0.0,20.8,9.2,121.4,1017.6,17.9,9.9,229.5,19.8,8,10.0,07:00:31,19:07:32,0.68,clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732",Unknown,"🧶 Hoodie or light jacket, jeans 🕶️ (Sunscreen & sunglasses)",Spring,7,19,0,March,2025-03-19,Wednesday,47933867,nan,rap,"(44.66, 59.04]"
