city,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,city.1,clothing_recommendation,season,sunrise_hour,sunset_hour,datetime_hour,month,date,day_of_week,msPlayed,genre,main_genre,temp_bin
Berlin,2024-06-23,72.3,60.2,66.1,72.3,60.2,66.1,54.1,66.6,0.0,0.0,0.0,Unknown,0.0,0.0,25.3,14.2,297.5,1016.8,54.9,26.8,254.4,21.9,10,22.128353498158862,04:44:01,21:33:41,0.55,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,4,21,0,June,2024-06-23,Sunday,1556124,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-06-24,76.5,56.8,67.2,76.5,56.8,67.2,53.6,64.3,0.0,0.0,0.0,Unknown,0.0,0.0,11.0,5.6,353.0,1020.2,42.0,28.3,265.3,22.8,10,22.128353498158862,04:44:22,21:33:43,0.59,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,4,21,0,June,2024-06-24,Monday,569075,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-06-25,80.3,58.5,69.9,80.3,58.5,69.9,55.1,62.0,0.0,0.0,0.0,Unknown,0.0,0.0,22.4,12.3,89.5,1018.5,8.7,27.9,284.5,24.4,10,22.128353498158862,04:44:47,21:33:41,0.62,clear,Clear conditions throughout the day.,clear-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,4,21,0,June,2024-06-25,Tuesday,17757387,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-06-27,87.0,70.2,77.2,88.0,70.2,77.6,64.1,65.3,0.184,100.0,25.0,rain,0.0,0.0,17.7,9.0,129.6,1009.2,75.7,21.4,203.6,17.5,9,22.128353498158862,04:45:45,21:33:28,0.69,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,4,21,0,June,2024-06-27,Thursday,23492989,nan,Unknown,"(73.42, 87.8]"
Berlin,2024-07-02,62.7,56.1,58.9,62.7,56.1,58.9,55.2,87.8,0.119,100.0,29.17,rain,0.0,0.0,29.3,12.9,262.8,1011.0,81.3,18.3,116.2,9.9,5,22.128353498158862,04:49:02,21:31:59,0.87,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"🧶 Hoodie or light jacket, jeans ☔ (Umbrella recommended)",Summer,4,21,0,July,2024-07-02,Tuesday,5028867,nan,Unknown,"(44.66, 59.04]"
Berlin,2024-07-03,64.3,54.2,59.2,64.3,54.2,59.2,50.0,73.2,0.005,100.0,8.33,rain,0.0,0.0,21.0,11.8,266.8,1009.0,95.0,25.5,152.3,13.2,5,22.128353498158862,04:49:49,21:31:32,0.91,"rain, overcast",Cloudy skies throughout the day with early morning rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"🧶 Hoodie or light jacket, jeans ☔ (Umbrella recommended)",Summer,4,21,0,July,2024-07-03,Wednesday,21421387,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-07-04,65.6,54.4,60.2,65.6,54.4,60.2,52.2,75.5,0.04,100.0,12.5,rain,0.0,0.0,33.6,16.7,226.4,1006.9,65.2,27.2,155.1,13.2,9,22.128353498158862,04:50:39,21:31:01,0.94,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"🧶 Hoodie or light jacket, jeans ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,4,21,0,July,2024-07-04,Thursday,236858,afrobeat,afrobeat,"(59.04, 73.42]"
Berlin,2024-07-12,76.6,65.2,69.3,76.6,65.2,69.3,64.8,86.0,0.898,100.0,37.5,rain,0.0,0.0,26.4,11.8,100.7,1012.3,98.3,18.0,101.3,8.8,5,22.128353498158862,04:58:45,21:25:04,0.21,"rain, overcast",Cloudy skies throughout the day with rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers ☔ (Umbrella recommended)",Summer,4,21,0,July,2024-07-12,Friday,3431049,afro soul,afrobeats,"(59.04, 73.42]"
Berlin,2024-07-13,72.9,57.6,65.2,72.9,57.6,65.2,54.6,70.9,0.045,100.0,8.33,rain,0.0,0.0,25.9,16.4,260.4,1011.0,78.5,23.0,175.0,15.2,9,22.128353498158862,04:59:56,21:24:07,0.24,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,4,21,0,July,2024-07-13,Saturday,2000346,afrobeat,afrobeats,"(59.04, 73.42]"
Berlin,2024-07-16,82.3,63.8,71.4,83.0,63.8,71.5,60.1,68.4,0.191,100.0,4.17,rain,0.0,0.0,24.4,17.7,278.3,1010.7,68.0,19.2,150.5,13.1,7,22.128353498158862,05:03:38,21:20:56,0.34,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,5,21,0,July,2024-07-16,Tuesday,24294864,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-07-17,75.4,58.7,67.3,75.4,58.7,67.3,56.4,69.9,0.0,0.0,0.0,Unknown,0.0,0.0,26.2,12.7,247.0,1018.2,60.6,30.9,213.2,18.5,8,22.128353498158862,05:04:55,21:19:47,0.37,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,21,0,July,2024-07-17,Wednesday,20578334,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-07-21,89.8,64.6,76.9,89.3,64.6,76.7,59.4,57.1,0.005,100.0,8.33,rain,0.0,0.0,17.7,12.8,100.9,1008.3,30.9,25.7,256.3,22.1,8,22.128353498158862,05:10:20,21:14:47,0.5,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,5,21,0,July,2024-07-21,Sunday,49577,nan,Unknown,"(73.42, 87.8]"
Berlin,2024-07-22,73.5,64.2,69.8,73.5,64.2,69.8,62.8,79.2,0.012,100.0,12.5,rain,0.0,0.0,30.6,15.8,274.1,1012.7,62.2,21.2,81.1,6.9,3,22.128353498158862,05:11:45,21:13:25,0.54,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers ☔ (Umbrella recommended)",Summer,5,21,0,July,2024-07-22,Monday,20706130,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-07-23,81.5,55.7,67.3,81.0,55.7,67.3,56.3,71.5,0.085,100.0,16.67,rain,0.0,0.0,17.9,12.9,212.3,1016.7,44.5,24.2,254.0,22.1,10,22.128353498158862,05:13:11,21:12:01,0.57,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,5,21,0,July,2024-07-23,Tuesday,33431348,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-07-24,74.0,61.7,67.0,74.0,61.7,67.0,57.6,74.2,0.183,100.0,20.83,rain,0.0,0.0,25.5,16.2,299.5,1015.8,70.0,22.5,265.4,22.7,9,22.128353498158862,05:14:38,21:10:35,0.61,"rain, partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,5,21,0,July,2024-07-24,Wednesday,70243414,new age,afrobeats,"(59.04, 73.42]"
Berlin,2024-07-25,73.2,54.9,64.3,73.2,54.9,64.3,49.7,61.2,0.0,0.0,0.0,Unknown,0.0,0.0,18.6,9.1,290.3,1015.8,30.0,27.7,277.0,24.0,8,22.128353498158862,05:16:06,21:09:07,0.64,partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,21,0,July,2024-07-25,Thursday,28371406,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-07-29,74.7,55.9,65.6,74.7,55.9,65.6,52.1,63.9,0.0,0.0,0.0,Unknown,0.0,0.0,22.1,12.1,307.3,1024.0,12.0,29.4,300.3,25.9,9,22.128353498158862,05:22:09,21:02:53,0.78,clear,Clear conditions throughout the day.,clear-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,21,0,July,2024-07-29,Monday,18203440,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-07-30,81.1,53.2,68.2,80.4,53.2,68.1,53.1,62.4,0.0,0.0,0.0,Unknown,0.0,0.0,11.4,6.3,152.7,1019.5,5.2,30.8,294.5,25.6,8,22.128353498158862,05:23:42,21:01:14,0.82,clear,Clear conditions throughout the day.,clear-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,21,0,July,2024-07-30,Tuesday,26838790,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-07-31,83.8,59.9,73.3,83.0,59.9,73.1,57.6,60.7,0.0,0.0,0.0,Unknown,0.0,0.0,10.5,6.5,190.9,1014.4,56.2,28.6,230.7,20.0,8,22.128353498158862,05:25:15,20:59:34,0.86,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"🩳 Shorts, tank top, hat, sunglasses 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,July,2024-07-31,Wednesday,25367192,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-02,70.9,63.8,67.5,70.9,63.8,67.5,55.2,64.9,0.0,0.0,0.0,Unknown,0.0,0.0,16.1,9.5,22.8,1010.7,93.3,22.4,108.5,9.5,4,22.128353498158862,05:28:24,20:56:07,0.93,overcast,Cloudy skies throughout the day.,cloudy,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers",Summer,5,20,0,August,2024-08-02,Friday,24053611,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-05,73.1,57.8,65.4,73.1,57.8,65.4,52.8,65.0,0.0,0.0,0.0,Unknown,0.0,0.0,19.9,10.9,303.2,1014.9,45.8,28.9,285.8,24.5,10,22.128353498158862,05:33:12,20:50:44,0.03,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-05,Monday,164554,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-06,77.7,55.1,67.6,77.7,55.1,67.6,53.9,65.0,0.0,0.0,0.0,Unknown,0.0,0.0,12.3,6.3,149.5,1014.5,6.9,27.6,288.0,24.9,9,22.128353498158862,05:34:49,20:48:53,0.06,clear,Clear conditions throughout the day.,clear-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-06,Tuesday,22950264,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-07,83.8,58.8,72.2,83.3,58.8,72.1,57.5,62.6,0.154,100.0,4.17,rain,0.0,0.0,15.9,8.1,113.6,1011.3,46.9,29.5,272.2,23.5,8,22.128353498158862,05:36:27,20:47:00,0.1,"rain, partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-07,Wednesday,17088906,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-08,74.0,62.2,68.6,74.0,62.2,68.6,58.2,71.6,0.0,0.0,0.0,Unknown,0.0,0.0,21.5,11.5,301.0,1014.7,71.1,24.5,184.9,16.0,7,22.128353498158862,05:38:05,20:45:06,0.13,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-08,Thursday,88462040,nan,afrobeats,"(59.04, 73.42]"
Berlin,2024-08-09,76.0,59.7,67.5,76.0,59.7,67.5,59.1,76.0,0.077,100.0,20.83,rain,0.0,0.0,26.4,15.0,215.2,1015.1,78.7,24.1,153.5,13.1,7,22.128353498158862,05:39:43,20:43:11,0.16,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-09,Friday,25627423,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-10,78.7,59.9,69.9,78.7,59.9,69.9,58.8,70.6,0.0,0.0,0.0,Unknown,0.0,0.0,20.6,12.2,269.5,1018.4,28.9,24.9,275.6,23.8,9,22.128353498158862,05:41:21,20:41:14,0.19,partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-10,Saturday,25566302,downtempo,organic house,"(59.04, 73.42]"
Berlin,2024-08-12,81.2,55.8,69.4,80.5,55.8,69.3,53.3,60.0,0.0,0.0,0.0,Unknown,0.0,0.0,13.0,7.3,25.2,1016.8,3.5,28.9,273.6,23.6,8,22.128353498158862,05:44:39,20:37:16,0.25,clear,Clear conditions throughout the day.,clear-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-12,Monday,4001423,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-13,85.4,59.8,72.8,83.6,59.8,72.4,53.8,54.2,0.0,0.0,0.0,Unknown,0.0,0.0,20.1,12.1,93.4,1013.6,15.2,27.1,269.3,23.4,8,22.128353498158862,05:46:18,20:35:15,0.29,clear,Clear conditions throughout the day.,clear-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-13,Tuesday,33325797,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-14,89.9,63.9,76.2,89.6,63.9,76.1,57.1,52.9,0.007,100.0,8.33,rain,0.0,0.0,22.8,10.9,111.8,1011.7,70.6,25.4,241.7,20.9,8,22.128353498158862,05:47:57,20:33:12,0.33,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-14,Wednesday,10617659,nan,Unknown,"(73.42, 87.8]"
Berlin,2024-08-17,82.9,65.9,74.0,83.9,65.9,74.2,63.6,71.4,0.072,100.0,12.5,rain,0.0,0.0,19.7,11.3,348.4,1012.2,61.8,24.8,228.8,19.9,10,22.128353498158862,05:52:56,20:26:59,0.42,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-17,Saturday,20635988,nan,Unknown,"(73.42, 87.8]"
Berlin,2024-08-19,73.4,60.8,66.9,73.4,60.8,66.9,54.0,64.8,0.0,0.0,0.0,Unknown,0.0,0.0,18.6,11.1,326.4,1016.5,62.7,27.0,203.3,17.6,7,22.128353498158862,05:56:16,20:22:44,0.5,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-19,Monday,34505323,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-20,80.2,53.2,68.0,80.5,53.2,68.0,56.1,68.6,0.0,0.0,0.0,Unknown,0.0,0.0,15.4,9.0,131.8,1014.9,9.2,22.6,245.0,21.2,8,22.128353498158862,05:57:56,20:20:35,0.52,clear,Clear conditions throughout the day.,clear-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-20,Tuesday,23585990,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-21,73.5,60.9,69.2,73.5,60.9,69.2,54.6,61.4,0.006,100.0,4.17,rain,0.0,0.0,32.2,19.4,273.0,1011.4,46.0,26.0,175.3,15.1,9,22.128353498158862,05:59:36,20:18:26,0.56,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,5,20,0,August,2024-08-21,Wednesday,25652505,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-23,86.5,61.7,73.4,83.8,61.7,72.8,50.1,46.8,0.0,0.0,0.0,Unknown,0.0,0.0,30.6,17.4,210.6,1009.2,78.2,25.9,223.1,19.3,7,22.128353498158862,06:02:56,20:14:03,0.63,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"🩳 Shorts, tank top, hat, sunglasses 🕶️ (Sunscreen & sunglasses)",Summer,6,20,0,August,2024-08-23,Friday,42410757,organic house,brooklyn drill,"(59.04, 73.42]"
Berlin,2024-08-24,90.6,64.2,77.6,89.1,64.2,77.4,60.0,58.0,0.0,0.0,0.0,Unknown,0.0,0.0,24.4,13.6,174.7,1011.5,9.4,30.5,238.9,20.6,7,22.128353498158862,06:04:36,20:11:51,0.66,clear,Clear conditions throughout the day.,clear-day,"00427,03987,00403,E2835,00433,00400",Berlin,"🩳 Shorts, tank top, hat, sunglasses 🕶️ (Sunscreen & sunglasses)",Summer,6,20,0,August,2024-08-24,Saturday,41677817,nan,Unknown,"(73.42, 87.8]"
Berlin,2024-08-25,77.7,62.4,70.8,77.7,62.4,70.8,54.6,57.3,0.004,100.0,8.33,rain,0.0,0.0,29.8,17.4,268.9,1015.7,68.0,28.7,156.5,13.4,8,22.128353498158862,06:06:17,20:09:38,0.7,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,6,20,0,August,2024-08-25,Sunday,12204583,afrobeat,afrobeat,"(59.04, 73.42]"
Berlin,2024-08-26,77.2,52.7,65.8,77.2,52.7,65.8,48.8,57.5,0.0,0.0,0.0,Unknown,0.0,0.0,14.8,7.8,187.9,1022.6,41.9,27.5,204.3,17.6,8,22.128353498158862,06:07:57,20:07:24,0.75,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,6,20,0,August,2024-08-26,Monday,14021693,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-27,79.8,55.8,67.8,79.8,55.8,67.8,51.8,60.8,0.0,0.0,0.0,Unknown,0.0,0.0,16.8,8.9,114.2,1023.8,2.8,27.3,234.1,20.1,7,22.128353498158862,06:09:37,20:05:09,0.77,clear,Clear conditions throughout the day.,clear-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,6,20,0,August,2024-08-27,Tuesday,8620713,nan,Unknown,"(59.04, 73.42]"
Berlin,2024-08-28,86.4,59.9,72.6,87.0,59.9,72.8,56.7,58.7,0.0,0.0,0.0,Unknown,0.0,0.0,22.1,11.1,104.6,1020.1,0.9,25.8,218.3,18.8,7,22.128353498158862,06:11:17,20:02:54,0.8,clear,Clear conditions throughout the day.,clear-day,"00427,03987,00403,E2835,00433,00400",Berlin,"👕 T-shirt, jeans/skirt, light sneakers 🕶️ (Sunscreen & sunglasses)",Summer,6,20,0,August,2024-08-28,Wednesday,44331838,nan,afrobeats,"(59.04, 73.42]"
Berlin,2024-08-29,93.1,68.6,79.7,91.4,68.6,79.3,61.7,59.4,0.0,0.0,0.0,Unknown,0.0,0.0,14.8,6.9,174.3,1016.5,11.1,21.8,224.1,19.2,7,22.128353498158862,06:12:57,20:00:38,0.84,clear,Clear conditions throughout the day.,clear-day,"00427,03987,00403,E2835,00433,00400",Berlin,"🩳 Shorts, tank top, hat, sunglasses 🕶️ (Sunscreen & sunglasses)",Summer,6,20,0,August,2024-08-29,Thursday,52755601,nan,Unknown,"(73.42, 87.8]"
Berlin,2024-08-30,84.0,66.1,73.9,84.3,66.1,74.0,60.9,64.9,0.0,0.0,0.0,Unknown,0.0,0.0,21.7,18.5,339.8,1019.1,75.8,23.7,194.8,16.9,7,22.128353498158862,06:14:37,19:58:21,0.87,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400",Berlin,"🩳 Shorts, tank top, hat, sunglasses 🕶️ (Sunscreen & sunglasses)",Summer,6,19,0,August,2024-08-30,Friday,13943264,nan,Unknown,"(73.42, 87.8]"
